name,company,year,kms_driven,fuel_type,Price
Mahindra XUV900,Mahindra,2017,105088,Petrol,2450207
Land Rover Discovery,Land Rover,2018,126470,Petrol,9593713
Jeep Gladiator,Jeep,2018,119047,Diesel,5957706
Volkswagen Polo,Volkswagen,2019,127868,Petrol,734313
MG Hector,MG,2022,53307,Petrol,1667723
Mahindra Scorpio N,Mahindra,2017,136933,Petrol,1562413
BMW M5,BMW,2012,265347,Petrol,19104755
Volvo V40,Volvo,2013,251984,Petrol,4984214
Audi Q7,Audi,2022,68660,Diesel,9083313
Mercedes-Benz AMG SL63,Mercedes-Benz,2018,97467,Petrol,29206933
Lamborghini Revuelto,Lamborghini,2019,67571,Petrol,84615404
BMW M2,BMW,2016,185627,Diesel,10896386
MG HS,MG,2019,65978,Diesel,2062344
Tata Altroz,Tata,2015,140441,Petrol,816444
MG Gloster,MG,2022,75428,Petrol,3321143
BMW 3 Series,BMW,2013,138667,Petrol,6579579
Hyundai Exter,Hyundai,2013,139207,Petrol,755574
Ferrari F8 Tributo,Ferrari,2014,120203,Petrol,48068442
Toyota Land Cruiser,Toyota,2020,79419,Diesel,21672871
Hyundai Tucson,Hyundai,2010,193964,Diesel,3241878
Hyundai Verna,Hyundai,2024,25736,Petrol,1491055
Tata Safari,Tata,2021,75441,Petrol,2023881
Porsche Taycan,Porsche,2021,41073,Petrol,22248379
BMW X3,BMW,2022,75388,Diesel,7401703
Toyota Fortuner,Toyota,2016,104294,Petrol,4223238
Tata Punch EV,Tata,2022,63243,Electric,1202015
Bentley Mulliner Bacalar,Bentley,2022,56114,Petrol,90013887
Mercedes-Benz AMG E53,Mercedes-Benz,2022,74681,Electric,13451287
Land Rover Discovery 5,Land Rover,2012,248071,Diesel,13580486
Mahindra Thar 5-Door,Mahindra,2026,2431,Petrol,2169655
Audi Q7,Audi,2026,4290,Diesel,8887289
Lincoln Nautilus,Lincoln,2011,136383,Petrol,6279639
Maruti Suzuki Grand Vitara,Maruti,2025,19229,Petrol,1753790
Audi Q6 e-tron,Audi,2019,80950,Electric,12768157
Tata Curvv,Tata,2024,18166,Diesel,1733925
Skoda Octavia RS,Skoda,2013,185901,Petrol,3971232
Rolls Royce Ghost,Rolls,2015,194169,Petrol,71206553
Ferrari Purosangue,Ferrari,2026,847,Petrol,50919524
Toyota Corolla,Toyota,2020,48681,Petrol,2054635
Maruti Suzuki S-Cross,Maruti,2026,4231,Petrol,1159095
Lincoln Navigator,Lincoln,2022,72947,Petrol,8442010
Mahindra XUV900,Mahindra,2019,136512,Petrol,2631867
Hyundai Aura,Hyundai,2014,119691,Diesel,715050
MG Gloster,MG,2012,162917,Diesel,3342148
Mahindra XUV300,Mahindra,2025,10633,Petrol,858107
Land Rover Discovery Sport,Land Rover,2023,26768,Diesel,6801659
Mahindra XUV 3XO,Mahindra,2019,112785,Diesel,1403917
Porsche Panamera,Porsche,2011,149568,Diesel,20308274
Lincoln Navigator,Lincoln,2014,181059,Petrol,8549391
Lexus RX,Lexus,2026,4775,Diesel,10762226
Hyundai Grand i10,Hyundai,2021,74551,CNG,743513
McLaren P1,McLaren,2015,180831,Petrol,88271365
Mahindra XUV 3XO,Mahindra,2025,11252,Diesel,1274070
Lexus RC,Lexus,2018,102018,Diesel,7127588
Hyundai Exter,Hyundai,2019,124347,Petrol,609746
Mahindra XUV 3XO,Mahindra,2011,193295,Diesel,1379147
Nissan Kicks,Nissan,2020,74443,Petrol,1073588
Porsche 911 Turbo S,Porsche,2020,81136,Diesel,33702668
Mercedes-Benz AMG C43,Mercedes-Benz,2026,2992,Petrol,9894662
Toyota Urban Cruiser Hyryder,Toyota,2024,29167,Petrol,1820996
Toyota Glanza,Toyota,2025,19945,Diesel,696107
Toyota Hilux,Toyota,2012,171780,Petrol,3349043
BMW X4,BMW,2016,175061,Electric,7274489
Honda City e:HEV,Honda,2024,36217,Electric,1926648
Tata Tigor,Tata,2014,134871,Diesel,797039
Hyundai Tucson,Hyundai,2010,185170,Diesel,3503571
BMW Z4,BMW,2017,76486,Diesel,9534200
Maruti Suzuki Fronx,Maruti,2019,106836,Petrol,1260461
Porsche Cayenne,Porsche,2015,126748,Diesel,22047972
Land Rover Range Rover Sport,Land Rover,2026,4994,Petrol,15118300
Nissan Micra,Nissan,2024,18436,Diesel,696725
Audi A3,Audi,2010,144452,Petrol,3651331
Jaguar E-Pace,Jaguar,2026,4478,Petrol,6962853
Skoda Kushaq,Skoda,2024,19022,Diesel,1564398
Maruti Suzuki Baleno,Maruti,2011,251165,Petrol,974830
BMW X6 M,BMW,2011,265564,Petrol,19397598
Maruti Suzuki Invicto,Maruti,2021,92603,Diesel,2673757
Lexus GX,Lexus,2013,121617,Petrol,11700727
BMW 7 Series,BMW,2011,134679,Diesel,17271580
McLaren 720S,McLaren,2019,84788,Diesel,49658285
Lexus ES,Lexus,2025,12447,Petrol,6696080
Mercedes-Benz SLK,Mercedes-Benz,2012,198323,Petrol,6224715
Genesis G70,Genesis,2023,32364,Petrol,4116276
Audi RS4,Audi,2013,112920,Petrol,10482819
Volkswagen Virtus,Volkswagen,2017,133023,Petrol,1236047
BMW M2,BMW,2023,29827,Diesel,9981785
Tata Harrier EV,Tata,2021,98570,Electric,2263567
Mahindra KUV100,Mahindra,2012,260192,Diesel,816742
Kia Sportage,Kia,2025,14320,CNG,3279763
Audi RS7,Audi,2013,135467,Petrol,17747540
Jaguar XE,Jaguar,2020,99103,Petrol,5084974
Tata Curvv,Tata,2023,32739,Petrol,1369261
BMW X3 M,BMW,2015,160762,Diesel,9081144
Jeep Wrangler,Jeep,2020,100328,Petrol,5913612
Rolls Royce Wraith,Rolls,2011,150993,Diesel,69579400
Lexus LX,Lexus,2019,85974,Diesel,16598481
Lexus RC,Lexus,2010,144996,Petrol,7158637
Lexus IS,Lexus,2014,125339,Diesel,6346077
Tata Tiago,Tata,2017,95412,Diesel,556813
BMW 6 Series,BMW,2013,133278,Petrol,6521111
Toyota Land Cruiser,Toyota,2024,30006,Petrol,21390050
Hyundai Aura,Hyundai,2019,64532,Electric,686833
Hyundai Aura,Hyundai,2025,15734,Petrol,839936
Mahindra BE 6,Mahindra,2013,122420,Petrol,3203037
Mercedes-Benz S-Class,Mercedes-Benz,2023,35485,Diesel,19354265
Rolls Royce Cullinan,Rolls,2021,59897,Petrol,77304586
McLaren 750S,McLaren,2021,43558,Petrol,45603315
Skoda Octavia RS,Skoda,2013,114958,Diesel,3841519
BMW Z4 M40i,BMW,2026,2666,Petrol,9215413
MG Gloster,MG,2024,24235,Diesel,3730295
Maruti Suzuki Alto,Maruti,2026,724,Diesel,430939
Tata Tiago,Tata,2017,113904,Petrol,781140
Honda City e:HEV,Honda,2025,14653,Electric,1947281
McLaren 720S,McLaren,2018,127428,Petrol,48059609
Volvo V90,Volvo,2022,41996,Petrol,6985362
Nissan Sunny,Nissan,2014,233535,Petrol,894582
Volvo Polestar 2,Volvo,2012,176964,Petrol,8222594
Jeep Meridian,Jeep,2015,108489,Diesel,3471463
Mahindra Scorpio N,Mahindra,2013,245554,Petrol,2032339
Mercedes-Benz AMG C63,Mercedes-Benz,2013,190375,Petrol,15785535
Mercedes-Benz AMG A35,Mercedes-Benz,2011,198141,Petrol,6140709
Audi RS5,Audi,2023,37107,Diesel,12214101
McLaren Artura,McLaren,2012,214946,Diesel,52125314
Hyundai Aura,Hyundai,2011,239658,Diesel,776572
Lincoln Aviator,Lincoln,2015,190885,Petrol,8561713
Audi TT,Audi,2014,115552,Petrol,6742923
BMW X5,BMW,2012,244408,Petrol,11009908
Genesis G80,Genesis,2018,139049,Petrol,5930883
Toyota Camry,Toyota,2015,136528,Petrol,4672891
Lexus RC,Lexus,2022,74069,Diesel,7420208
Porsche 911 GT3,Porsche,2018,66602,Petrol,28842228
Porsche 911 GT3 RS,Porsche,2012,154104,Diesel,41490848
Maruti Suzuki Grand Vitara,Maruti,2026,3986,Petrol,1554524
Lexus LS,Lexus,2015,103963,Petrol,18864461
Maruti Suzuki Dzire,Maruti,2020,81644,Petrol,747422
Skoda Octavia RS,Skoda,2019,74724,Diesel,3677914
Mahindra Bolero Neo,Mahindra,2019,138599,Diesel,1144176
Lexus RC,Lexus,2024,20633,Petrol,7866271
Tata Punch,Tata,2015,121591,Diesel,997709
Audi RSQ8,Audi,2019,108454,Petrol,22771230
Ferrari SF90 Stradale,Ferrari,2011,181087,Petrol,77868759
Nissan Magnite,Nissan,2020,78652,Petrol,827081
Toyota Yaris,Toyota,2014,152322,Petrol,1710073
Mercedes-Benz B-Class,Mercedes-Benz,2019,118286,Diesel,5004984
Lincoln Nautilus,Lincoln,2025,15992,Petrol,6515042
Citroen C5 Aircross,Citroen,2021,68726,Petrol,3285815
Maruti Suzuki Swift,Maruti,2016,176083,Petrol,774691
Audi A6,Audi,2020,90764,Diesel,6970527
Ferrari Purosangue,Ferrari,2019,63197,Diesel,53250895
Porsche Macan,Porsche,2011,125931,Petrol,17293971
Renault Triber,Renault,2024,32305,Petrol,684328
Audi RS6,Audi,2018,132605,Diesel,15338253
Mercedes-Benz AMG E53,Mercedes-Benz,2022,43685,Petrol,13888010
Maruti Suzuki Ignis,Maruti,2023,24080,Petrol,611102
McLaren 765LT,McLaren,2024,21809,Petrol,55453693
Lexus UX,Lexus,2023,34717,Petrol,4684163
Lexus IS,Lexus,2011,243768,Petrol,6075494
Skoda Kushaq,Skoda,2025,18582,Diesel,1606601
Jaguar F-Pace,Jaguar,2021,91369,Petrol,8508150
Hyundai Ioniq 5,Hyundai,2023,28603,Electric,4613544
Mahindra Thar,Mahindra,2024,29363,Petrol,1426612
Hyundai Grand i10,Hyundai,2024,30420,Petrol,664597
Land Rover Discovery,Land Rover,2020,101017,Petrol,9864448
BMW X6,BMW,2023,27842,Diesel,12010594
Genesis G90,Genesis,2021,53310,Petrol,7194553
Renault Triber,Renault,2019,139877,Petrol,657746
Audi Q8,Audi,2024,17790,Diesel,13997396
Audi Q6 e-tron,Audi,2022,55364,Electric,12872939
Rolls Royce Dawn,Rolls,2013,173210,Petrol,76931232
Mahindra Thar,Mahindra,2022,33658,Petrol,1131478
Maruti Suzuki Ciaz,Maruti,2020,116076,Petrol,1135925
Cadillac XT4,Cadillac,2026,4263,Petrol,4032560
Jeep Compass,Jeep,2022,61867,Diesel,2734977
MG 5 EV,MG,2017,148968,Electric,2597781
Ferrari Roma,Ferrari,2022,62753,Petrol,35968122
Audi A7,Audi,2020,116152,Diesel,8530267
Honda HR-V,Honda,2019,136752,Diesel,1511002
Lamborghini Aventador,Lamborghini,2020,89099,Diesel,62787401
Toyota Camry Hybrid,Toyota,2019,135550,Electric,5208093
Volvo XC60,Volvo,2011,192549,Diesel,7228293
BMW 4 Series,BMW,2018,157853,Diesel,5437412
Maruti Suzuki S-Presso,Maruti,2025,8151,Petrol,542852
Toyota Innova,Toyota,2026,132,Diesel,2103276
Lincoln Navigator,Lincoln,2016,152775,Petrol,10113303
BMW X4,BMW,2013,172511,Petrol,7655831
Jeep Wagoneer,Jeep,2024,22753,Petrol,4897660
Mahindra Bolero Neo,Mahindra,2020,95441,Petrol,1037361
Mercedes-Benz GLC,Mercedes-Benz,2022,74117,Electric,8607615
Ferrari Daytona SP3,Ferrari,2016,143715,Diesel,49668858
Kia Sonet,Kia,2023,30623,Electric,782780
Maruti Suzuki Fronx,Maruti,2014,130463,Diesel,1208856
Maserati Quattroporte,Maserati,2026,3937,Petrol,20973732
BMW Z4,BMW,2013,132254,Petrol,9216564
Land Rover Range Rover Evoque,Land Rover,2022,64779,Petrol,7381437
Tata Altroz,Tata,2019,78601,Petrol,1089287
Audi RS4,Audi,2025,15503,Petrol,10447929
Cadillac CT4,Cadillac,2023,41167,Petrol,4106565
Hyundai Verna,Hyundai,2023,28719,Petrol,1420940
Volvo XC60,Volvo,2012,158667,Petrol,6980906
Hyundai Exter,Hyundai,2017,93110,Electric,800462
Hyundai Alcazar,Hyundai,2026,977,Petrol,1888221
BMW 2 Series,BMW,2015,159708,Electric,4706059
Honda City,Honda,2026,725,Diesel,1363005
Bentley Mulliner Bacalar,Bentley,2015,111755,Petrol,81654482
BMW Z4 M40i,BMW,2015,136162,Petrol,8758120
Lexus LX,Lexus,2021,66399,Petrol,16824333
Genesis G90,Genesis,2017,170709,Diesel,7961852
MG 4 EV,MG,2013,257977,Electric,2856322
Porsche Macan,Porsche,2014,122250,Petrol,18356257
Maserati Grecale,Maserati,2024,25331,Petrol,14277203
Audi R8,Audi,2018,142004,Petrol,24132356
Skoda Octavia,Skoda,2020,51483,Petrol,2818712
Ferrari Portofino,Ferrari,2019,106938,Petrol,40494244
Jeep Gladiator,Jeep,2024,31704,Petrol,5916786
Mercedes-Benz AMG C43,Mercedes-Benz,2010,315091,Diesel,9344694
Volkswagen Polo,Volkswagen,2012,183325,Petrol,833590
Toyota Glanza,Toyota,2014,104137,Petrol,831290
Kia EV6,Kia,2014,168574,Electric,6086415
Audi RS4,Audi,2010,249028,Petrol,10274756
Mercedes-Benz GLB,Mercedes-Benz,2014,97340,Petrol,6061013
Maruti Suzuki Ciaz,Maruti,2017,94542,Petrol,972180
Rolls Royce Cullinan,Rolls,2023,52508,Petrol,72216707
Toyota Fortuner Legender,Toyota,2025,13709,Diesel,4557035
Toyota Glanza,Toyota,2024,36026,Petrol,738396
Citroen C5 Aircross,Citroen,2022,64551,Diesel,3435044
Mahindra XUV300,Mahindra,2019,109396,Petrol,874210
Land Rover Range Rover Sport,Land Rover,2016,126421,Diesel,14590715
Hyundai Tucson,Hyundai,2018,105684,Diesel,3251162
Land Rover Range Rover Evoque,Land Rover,2019,91441,Petrol,7261014
Land Rover Range Rover,Land Rover,2019,78534,Petrol,37935640
Maruti Suzuki Ciaz,Maruti,2024,38829,Petrol,1259686
Audi TT,Audi,2020,110867,Petrol,6649819
Jaguar F-Type,Jaguar,2024,20865,Petrol,14020915
Volvo EX90,Volvo,2024,35370,Petrol,8336787
Mercedes-Benz E-Class,Mercedes-Benz,2011,124902,Diesel,9481744
Ferrari SF90 Stradale,Ferrari,2011,204361,Diesel,77547446
Mercedes-Benz AMG A45,Mercedes-Benz,2021,84058,Petrol,7465976
Ferrari SF90 Stradale,Ferrari,2021,79351,Petrol,79207716
BMW 3 Series,BMW,2026,3031,Diesel,6162632
Hyundai Ioniq 5,Hyundai,2016,104486,Diesel,4460527
Cadillac Escalade,Cadillac,2019,98717,Petrol,13302437
Mahindra XUV 3XO,Mahindra,2013,160454,Petrol,1715361
BMW X5 M,BMW,2022,44369,Diesel,17908766
Maruti Suzuki Ertiga,Maruti,2017,154985,Diesel,1174768
Kia EV6,Kia,2015,175080,Electric,6062049
Cadillac Escalade,Cadillac,2023,30742,Petrol,13948419
Audi A7,Audi,2011,134039,Petrol,9033666
Mercedes-Benz B-Class,Mercedes-Benz,2025,12628,Electric,4860978
Cadillac CT5,Cadillac,2018,70837,Petrol,6279940
Audi Q4 e-tron,Audi,2013,180551,Electric,10671015
Honda City,Honda,2025,8376,Petrol,1434241
Citroen C3,Citroen,2017,146335,Diesel,670573
Mercedes-Benz SL,Mercedes-Benz,2018,112269,Petrol,15279963
Lexus RX,Lexus,2010,158470,Petrol,9848520
Maruti Suzuki Jimny,Maruti,2017,99272,Petrol,1371614
Mahindra BE 5,Mahindra,2022,32752,Petrol,2720072
Audi e-tron,Audi,2020,93034,Electric,17744290
Volkswagen Ameo,Volkswagen,2024,27834,Diesel,878200
Renault Kwid EV,Renault,2014,235283,Electric,905219
Jeep Wrangler,Jeep,2023,30140,Petrol,5944770
Aston Martin Valhalla,Aston,2016,118186,Petrol,77167326
Audi e-tron GT,Audi,2022,63017,Electric,18254227
Mercedes-Benz AMG C63,Mercedes-Benz,2010,198163,Petrol,16160041
Hyundai Grand i10,Hyundai,2011,172760,Petrol,601513
Audi A8,Audi,2011,168688,Petrol,14842478
Maserati Grecale,Maserati,2025,10105,Petrol,13762756
BMW X5,BMW,2025,13600,Diesel,10629687
Audi e-tron GT,Audi,2020,63615,Electric,18591138
Mahindra Scorpio,Mahindra,2014,201862,Diesel,1717214
BMW 5 Series,BMW,2011,281094,Diesel,7539695
Volkswagen Golf GTI,Volkswagen,2011,187762,Diesel,3397657
Audi Q3,Audi,2022,48097,Petrol,4603412
McLaren GT,McLaren,2012,149273,Diesel,46608395
Bentley Azure,Bentley,2018,127182,Petrol,63796083
Mercedes-Benz B-Class,Mercedes-Benz,2017,127200,Petrol,4777623
Volkswagen Vento,Volkswagen,2014,105029,Diesel,1162157
Mercedes-Benz S-Class,Mercedes-Benz,2015,103563,Diesel,18028305
Toyota Fortuner Legender,Toyota,2013,181844,Petrol,4622348
Audi RS e-tron GT,Audi,2022,78361,Electric,20615992
Maruti Suzuki XL6,Maruti,2012,242711,Petrol,1251834
Jeep Gladiator,Jeep,2012,178191,Diesel,5657468
Audi RS e-tron GT,Audi,2022,70219,Electric,21178777
Honda Jazz,Honda,2023,52481,Petrol,921656
Audi RS3,Audi,2023,33139,Petrol,8537525
Audi Q7,Audi,2017,89797,Diesel,8967082
Bentley Flying Spur,Bentley,2011,163332,Petrol,57300296
BMW 6 Series,BMW,2020,73605,Diesel,7071579
Maruti Suzuki Alto,Maruti,2015,90982,Petrol,416973
Volvo V60,Volvo,2012,211185,Petrol,6334249
Rolls Royce Dawn,Rolls,2019,67944,Petrol,76373771
Bentley Azure,Bentley,2017,88599,Petrol,67013577
Hyundai Aura,Hyundai,2010,192857,Diesel,832372
Nissan Leaf,Nissan,2016,169889,Diesel,4132236
MG Cyberster,MG,2020,111258,Petrol,5112706
Jaguar F-Type,Jaguar,2010,216816,Diesel,13764473
Jeep Wrangler,Jeep,2025,13947,Petrol,5875494
Porsche Panamera,Porsche,2021,69664,Petrol,24509698
Skoda Slavia,Skoda,2025,17937,Diesel,1351552
Volkswagen Passat,Volkswagen,2023,54301,Petrol,2749347
BMW Z4,BMW,2019,60722,Petrol,9877450
Skoda Rapid,Skoda,2019,86800,Diesel,1036204
Ferrari Roma,Ferrari,2015,117872,Petrol,37832253
Mercedes-Benz CLA,Mercedes-Benz,2020,69803,Petrol,5314223
Volvo V40,Volvo,2025,13720,Diesel,4659129
Aston Martin DBS Superleggera,Aston,2018,70368,Petrol,61143994
Audi RS7,Audi,2022,76644,Diesel,16817566
Jeep Wagoneer,Jeep,2017,146020,Diesel,4652585
Cadillac XT4,Cadillac,2022,60035,Petrol,5791081
Land Rover Range Rover Evoque,Land Rover,2010,270599,Petrol,7913274
Jaguar F-Pace,Jaguar,2023,28737,Petrol,8213075
Rolls Royce Spectre,Rolls,2020,100319,Diesel,89751271
Mahindra Thar,Mahindra,2018,80908,Petrol,1163684
Audi RS7,Audi,2011,217304,Petrol,18122563
Lexus UX,Lexus,2023,52659,Petrol,4649970
Honda Jazz,Honda,2017,85901,Diesel,971838
Maruti Suzuki Ciaz,Maruti,2014,186483,Petrol,1298954
Mahindra XUV400,Mahindra,2021,42006,Petrol,1920503
Jeep Gladiator,Jeep,2021,84010,Diesel,5760219
Maruti Suzuki Celerio,Maruti,2013,119434,Diesel,559054
Kia EV6,Kia,2013,116450,Electric,6438400
Jeep Wrangler,Jeep,2024,18641,Petrol,5781022
Skoda Kushaq,Skoda,2015,164627,Diesel,1123703
Mahindra Bolero,Mahindra,2010,267397,Petrol,1037848
Skoda Kushaq,Skoda,2021,82928,Diesel,1864581
Kia Carnival,Kia,2026,1191,Diesel,3018723
MG Cyberster,MG,2022,47980,Diesel,4633006
Jaguar F-Type,Jaguar,2021,53617,Diesel,12439906
Rolls Royce Ghost,Rolls,2017,116936,Diesel,69891122
Renault Triber,Renault,2012,198444,Diesel,648537
Honda WR-V,Honda,2015,187220,Petrol,1040163
Rolls Royce Phantom,Rolls,2023,43238,Diesel,96909147
Audi A6,Audi,2015,198663,Petrol,6679351
Tata Altroz,Tata,2014,125218,Diesel,923093
Audi A7,Audi,2020,93630,Petrol,8253743
MG Hector,MG,2024,35831,Petrol,2000825
Audi A8,Audi,2017,104068,Diesel,15768433
Ferrari 812 Superfast,Ferrari,2016,145360,Petrol,67368123
Lexus IS,Lexus,2021,43785,Diesel,6152443
Maserati Grecale,Maserati,2025,13933,Petrol,14497765
Ferrari 812 Superfast,Ferrari,2018,70266,Petrol,65867524
Cadillac CT4,Cadillac,2019,60845,Diesel,4855617
Hyundai Alcazar,Hyundai,2018,137399,Petrol,1888126
Honda Jazz,Honda,2013,170556,Diesel,1039569
BMW M8,BMW,2019,106778,Petrol,23218347
Lexus RC,Lexus,2018,157599,Petrol,7903502
Lincoln Corsair,Lincoln,2025,11045,Petrol,6115220
Mercedes-Benz AMG SL63,Mercedes-Benz,2015,167175,Petrol,27555147
Genesis GV70,Genesis,2013,219463,Petrol,5780065
Volkswagen Passat,Volkswagen,2015,148761,Petrol,2605809
McLaren 720S,McLaren,2021,57719,Petrol,45649043
Mercedes-Benz GLE,Mercedes-Benz,2010,308645,Petrol,10500067
Audi RS7,Audi,2013,104911,Petrol,17375470
Maruti Suzuki Alto,Maruti,2014,234448,Petrol,387731
Mercedes-Benz AMG A45,Mercedes-Benz,2025,17400,Electric,7523773
Mercedes-Benz AMG C63,Mercedes-Benz,2016,147722,Petrol,15295144
MG Cyberster,MG,2010,262640,Petrol,5033871
Audi Q5,Audi,2018,99306,Petrol,7528168
Volvo S60,Volvo,2020,74737,Diesel,5785066
Lincoln Corsair,Lincoln,2025,19413,Petrol,5491143
Ferrari Daytona SP3,Ferrari,2012,265028,Diesel,45548728
Tata Tigor,Tata,2011,158928,Diesel,631415
Citroen C3,Citroen,2017,104864,Diesel,681535
Maruti Suzuki Dzire,Maruti,2014,195771,Petrol,742815
Volkswagen Golf GTI,Volkswagen,2025,19754,Petrol,3260022
Maruti Suzuki Grand Vitara,Maruti,2020,108099,Petrol,1429991
Honda Elevate,Honda,2015,100380,Petrol,1372938
Aston Martin DBX,Aston,2022,79441,Diesel,41248703
Toyota Fortuner,Toyota,2011,262376,Petrol,3573203
BMW 5 Series,BMW,2026,4165,Petrol,7319283
Renault Triber,Renault,2013,141413,Diesel,681864
Lexus RC,Lexus,2012,154721,Diesel,7671278
Maruti Suzuki Alto,Maruti,2019,113847,Petrol,350687
Mahindra Scorpio,Mahindra,2022,32035,Petrol,1361011
Volvo S60,Volvo,2021,98502,Diesel,5847941
Mahindra Scorpio,Mahindra,2021,42179,Petrol,1661358
Audi Q7,Audi,2014,188140,Diesel,9387810
McLaren 720S,McLaren,2017,146632,Petrol,44928004
Aston Martin DBS Superleggera,Aston,2014,193393,Petrol,56092960
Jeep Wrangler,Jeep,2020,50227,Diesel,6004303
BMW 8 Series,BMW,2010,182770,Petrol,14869022
Aston Martin Vantage,Aston,2018,109686,Petrol,32165737
Maruti Suzuki Celerio,Maruti,2010,150928,Diesel,657052
Mercedes-Benz A-Class,Mercedes-Benz,2023,56754,Petrol,4708561
Maserati Quattroporte,Maserati,2010,240616,Diesel,20883158
Land Rover Range Rover Evoque,Land Rover,2022,49314,Petrol,7283774
Jaguar XJ,Jaguar,2021,83434,Diesel,12409182
Genesis GV60,Genesis,2022,55082,Diesel,6401703
Toyota Yaris,Toyota,2016,195006,Diesel,1989066
McLaren Artura,McLaren,2012,268968,Diesel,51915957
Cadillac XT4,Cadillac,2026,3891,Petrol,4505181
Maserati MC20,Maserati,2022,68200,Diesel,22854486
Volkswagen Tiguan,Volkswagen,2013,106617,Diesel,3653891
Lexus GX,Lexus,2023,29872,Petrol,10375719
Mahindra XUV300,Mahindra,2022,77936,Petrol,1075954
Bentley Azure,Bentley,2024,27789,Diesel,66449000
Lexus NX,Lexus,2024,25286,Petrol,7343156
Bentley Mulliner Bacalar,Bentley,2021,84643,Petrol,81984802
Maruti Suzuki Baleno,Maruti,2018,91421,Petrol,923164
Audi A6,Audi,2013,115253,Petrol,7019364
Honda City e:HEV,Honda,2010,186088,Electric,1954035
Tata Nexon,Tata,2025,17499,Diesel,908768
Honda City,Honda,2016,163075,Petrol,1195583
Bentley Flying Spur,Bentley,2014,183031,Diesel,60970940
Skoda Kodiaq,Skoda,2014,133713,Petrol,3853750
Mahindra Thar 5-Door,Mahindra,2024,38783,Petrol,2085688
Volvo XC40,Volvo,2011,151294,Petrol,4942290
Volvo V90,Volvo,2017,159019,Petrol,7217523
Audi A4,Audi,2022,33398,Petrol,4883657
Tata Nexon,Tata,2016,142718,Diesel,1326879
Ferrari 296 GTB,Ferrari,2011,280611,Diesel,57160196
Audi RS4,Audi,2025,18638,Petrol,10347211
Porsche Panamera,Porsche,2014,196095,Petrol,21300884
Kia Sonet,Kia,2014,121322,Petrol,1376968
Audi RS e-tron GT,Audi,2025,12252,Electric,21176275
Mercedes-Benz AMG C43,Mercedes-Benz,2023,32423,Petrol,8887708
Audi TT RS,Audi,2018,64996,Diesel,8590915
Skoda Octavia,Skoda,2025,8133,Petrol,2741002
Honda Elevate,Honda,2019,86039,Diesel,1303162
Jeep Gladiator,Jeep,2020,51651,Petrol,5816165
Rolls Royce Spectre,Rolls,2025,8168,Petrol,97777264
Genesis G90,Genesis,2022,71821,Petrol,7755028
Lexus RZ 450e,Lexus,2015,127814,Diesel,13461200
Mercedes-Benz GLB,Mercedes-Benz,2024,36814,Diesel,5602590
Jaguar E-Pace,Jaguar,2026,2693,Petrol,6811750
Bentley Bentayga,Bentley,2014,113596,Petrol,51712990
Maruti Suzuki Invicto,Maruti,2015,107926,Petrol,2685138
Bentley Continental GT,Bentley,2023,40494,Diesel,53258180
Bentley Bentayga,Bentley,2026,4233,Diesel,52439019
Mahindra XUV400,Mahindra,2010,234505,Diesel,1923521
Mercedes-Benz GLE,Mercedes-Benz,2011,268372,Petrol,11715689
Jeep Compass,Jeep,2024,38460,Petrol,2249437
Jeep Grand Cherokee,Jeep,2024,26715,Diesel,8560372
Mercedes-Benz GLB,Mercedes-Benz,2013,121972,Petrol,5798836
Rolls Royce Wraith,Rolls,2025,18593,Petrol,65952705
Genesis G80,Genesis,2019,107984,Diesel,5179024
BMW X6 M,BMW,2023,54943,Petrol,19230434
Volvo EX30,Volvo,2022,64560,Petrol,4984192
Tata Safari EV,Tata,2024,22163,Electric,2372575
Kia EV9,Kia,2014,215197,Electric,14007227
Lincoln MKZ,Lincoln,2022,48920,Diesel,5323677
Honda Jazz,Honda,2012,194768,Diesel,1003241
Tata Nexon EV,Tata,2011,199923,Electric,1600540
Renault Triber,Renault,2026,189,Petrol,791577
Bentley Azure,Bentley,2026,186,Petrol,65478931
Tata Altroz,Tata,2017,120398,Petrol,1083234
Toyota Corolla,Toyota,2024,24124,Diesel,1865605
Volkswagen Ameo,Volkswagen,2017,164290,Petrol,865155
Audi TT RS,Audi,2020,80909,Petrol,8113013
Jeep Wrangler,Jeep,2026,1877,Petrol,5705048
Ferrari SF90 Stradale,Ferrari,2016,148626,Petrol,76709004
Mercedes-Benz AMG E53,Mercedes-Benz,2022,50898,Petrol,13878809
Maserati Grecale,Maserati,2012,229119,Petrol,12455248
Audi e-tron GT,Audi,2021,67953,Electric,18681016
BMW X3,BMW,2010,151697,Diesel,6942983
Jaguar F-Pace,Jaguar,2023,55570,Diesel,7698493
Hyundai Aura,Hyundai,2023,56365,Electric,796096
Cadillac CT4,Cadillac,2017,104133,Petrol,5758428
Aston Martin Vantage,Aston,2011,280900,Diesel,34025862
Maruti Suzuki S-Cross,Maruti,2012,181462,Diesel,1179773
Rolls Royce Wraith,Rolls,2022,76374,Petrol,72236620
Mercedes-Benz AMG S63,Mercedes-Benz,2011,193091,Diesel,29959867
Volkswagen Tiguan,Volkswagen,2023,54401,Petrol,3678194
Volkswagen Taigun,Volkswagen,2023,45305,Diesel,1677065
Toyota Innova,Toyota,2021,72261,Petrol,2395368
Kia Sonet,Kia,2016,163581,Petrol,843167
